review_id,review_date,rating,comment
REV-20251011-00493,2025-10-11,4,Loved the latte art.
REV-20251011-00494,2025-10-11,4,Great coffee and friendly staff!
REV-20251011-00495,2025-10-11,4,
REV-20251011-00496,2025-10-11,4,Fast service and delicious pastry.
REV-20251011-00497,2025-10-11,5,Loved the latte art.
REV-20251012-00498,2025-10-12,2,Overpriced for the portion.
REV-20251012-00499,2025-10-12,1,
REV-20251012-00500,2025-10-12,4,
REV-20251012-00501,2025-10-12,2,"Cold coffee, disappointed."
REV-20251012-00502,2025-10-12,3,Coffee was fine.
REV-20251012-00503,2025-10-12,4,Fast service and delicious pastry.
REV-20251012-00504,2025-10-12,5,Fast service and delicious pastry.
REV-20251012-00505,2025-10-12,2,Overpriced for the portion.
REV-20251012-00506,2025-10-12,4,Loved the latte art.
REV-20251012-00507,2025-10-12,5,Quality beans and smooth brew.
REV-20251012-00508,2025-10-12,1,Long wait and rude staff.
REV-20251012-00509,2025-10-12,5,Great coffee and friendly staff!
REV-20251012-00510,2025-10-12,2,Not as fresh as usual.
REV-20251012-00511,2025-10-12,4,Cozy place to work.
REV-20251012-00512,2025-10-12,3,Service was a bit slow today.
REV-20251012-00513,2025-10-12,4,
REV-20251012-00514,2025-10-12,5,Perfect morning pick-me-up.
REV-20251012-00515,2025-10-12,5,Perfect morning pick-me-up.
REV-20251012-00516,2025-10-12,5,Loved the latte art.
REV-20251012-00517,2025-10-12,4,Fast service and delicious pastry.
REV-20251012-00518,2025-10-12,4,
REV-20251013-00519,2025-10-13,4,Perfect morning pick-me-up.
REV-20251013-00520,2025-10-13,5,
REV-20251013-00521,2025-10-13,5,Great coffee and friendly staff!
REV-20251013-00522,2025-10-13,5,Great coffee and friendly staff!
REV-20251013-00523,2025-10-13,4,
REV-20251013-00524,2025-10-13,4,Fast service and delicious pastry.
REV-20251013-00525,2025-10-13,5,Cozy place to work.
REV-20251013-00526,2025-10-13,2,Not as fresh as usual.
REV-20251013-00527,2025-10-13,5,
REV-20251013-00528,2025-10-13,3,Nothing special.
REV-20251013-00529,2025-10-13,3,
REV-20251013-00530,2025-10-13,5,Loved the latte art.
REV-20251013-00531,2025-10-13,1,"Cold coffee, disappointed."
REV-20251013-00532,2025-10-13,5,Cozy place to work.
REV-20251013-00533,2025-10-13,2,Found a hair in my sandwich.
REV-20251013-00534,2025-10-13,2,
REV-20251013-00535,2025-10-13,5,
REV-20251013-00536,2025-10-13,3,Coffee was fine.
REV-20251013-00537,2025-10-13,3,Coffee was fine.
REV-20251013-00538,2025-10-13,4,Loved the latte art.
REV-20251013-00539,2025-10-13,2,
REV-20251013-00540,2025-10-13,4,Great coffee and friendly staff!
REV-20251013-00541,2025-10-13,1,Overpriced for the portion.
REV-20251013-00542,2025-10-13,2,Found a hair in my sandwich.
REV-20251014-00543,2025-10-14,1,"Cold coffee, disappointed."
REV-20251014-00544,2025-10-14,1,Long wait and rude staff.
REV-20251014-00545,2025-10-14,4,
REV-20251014-00546,2025-10-14,4,Loved the latte art.
REV-20251014-00547,2025-10-14,5,Loved the latte art.
REV-20251014-00548,2025-10-14,4,Great coffee and friendly staff!
REV-20251014-00549,2025-10-14,4,Great coffee and friendly staff!
REV-20251014-00550,2025-10-14,4,
REV-20251014-00551,2025-10-14,4,Quality beans and smooth brew.
REV-20251014-00552,2025-10-14,2,Found a hair in my sandwich.
REV-20251014-00553,2025-10-14,5,Fast service and delicious pastry.
REV-20251014-00554,2025-10-14,4,Fast service and delicious pastry.
REV-20251014-00555,2025-10-14,5,Quality beans and smooth brew.
REV-20251014-00556,2025-10-14,2,Not as fresh as usual.
REV-20251014-00557,2025-10-14,2,Not as fresh as usual.
REV-20251014-00558,2025-10-14,2,
REV-20251014-00559,2025-10-14,3,Average experience.
REV-20251014-00560,2025-10-14,5,Great coffee and friendly staff!
REV-20251014-00561,2025-10-14,2,"Cold coffee, disappointed."
REV-20251015-00562,2025-10-15,5,Quality beans and smooth brew.
REV-20251015-00563,2025-10-15,3,Service was a bit slow today.
REV-20251015-00564,2025-10-15,4,Cozy place to work.
REV-20251015-00565,2025-10-15,4,Great coffee and friendly staff!
REV-20251015-00566,2025-10-15,5,
REV-20251015-00567,2025-10-15,2,Found a hair in my sandwich.
REV-20251015-00568,2025-10-15,2,"Cold coffee, disappointed."
REV-20251015-00569,2025-10-15,4,Fast service and delicious pastry.
REV-20251015-00570,2025-10-15,4,
REV-20251015-00571,2025-10-15,2,"Cold coffee, disappointed."
REV-20251015-00572,2025-10-15,2,Overpriced for the portion.
REV-20251015-00573,2025-10-15,5,Great coffee and friendly staff!
REV-20251015-00574,2025-10-15,4,
REV-20251015-00575,2025-10-15,4,Quality beans and smooth brew.
REV-20251015-00576,2025-10-15,1,
REV-20251015-00577,2025-10-15,4,Cozy place to work.
REV-20251015-00578,2025-10-15,5,Perfect morning pick-me-up.
REV-20251015-00579,2025-10-15,5,Quality beans and smooth brew.
REV-20251015-00580,2025-10-15,4,Loved the latte art.
REV-20251015-00581,2025-10-15,5,Loved the latte art.
REV-20251016-00582,2025-10-16,5,Fast service and delicious pastry.
REV-20251016-00583,2025-10-16,1,"Cold coffee, disappointed."
REV-20251016-00584,2025-10-16,3,Coffee was fine.
REV-20251016-00585,2025-10-16,4,Great coffee and friendly staff!
REV-20251016-00586,2025-10-16,5,Loved the latte art.
REV-20251016-00587,2025-10-16,4,Loved the latte art.
REV-20251016-00588,2025-10-16,2,Not as fresh as usual.
REV-20251016-00589,2025-10-16,2,Found a hair in my sandwich.
REV-20251016-00590,2025-10-16,4,
REV-20251016-00591,2025-10-16,5,Loved the latte art.
REV-20251016-00592,2025-10-16,3,
REV-20251016-00593,2025-10-16,3,Nothing special.
REV-20251016-00594,2025-10-16,5,Loved the latte art.
REV-20251016-00595,2025-10-16,1,Not as fresh as usual.
REV-20251016-00596,2025-10-16,3,
REV-20251017-00597,2025-10-17,2,Overpriced for the portion.
REV-20251017-00598,2025-10-17,4,Fast service and delicious pastry.
REV-20251017-00599,2025-10-17,2,Long wait and rude staff.
REV-20251017-00600,2025-10-17,5,Loved the latte art.
REV-20251017-00601,2025-10-17,3,
REV-20251017-00602,2025-10-17,4,Loved the latte art.
REV-20251017-00603,2025-10-17,5,Quality beans and smooth brew.
REV-20251017-00604,2025-10-17,5,Cozy place to work.
REV-20251017-00605,2025-10-17,2,Found a hair in my sandwich.
REV-20251017-00606,2025-10-17,3,Average experience.
REV-20251017-00607,2025-10-17,1,Overpriced for the portion.
REV-20251017-00608,2025-10-17,3,It was okay.
REV-20251017-00609,2025-10-17,4,Perfect morning pick-me-up.
REV-20251017-00610,2025-10-17,4,Quality beans and smooth brew.
REV-20251017-00611,2025-10-17,5,
REV-20251017-00612,2025-10-17,1,Found a hair in my sandwich.
REV-20251017-00613,2025-10-17,5,Loved the latte art.
REV-20251017-00614,2025-10-17,4,Cozy place to work.
REV-20251017-00615,2025-10-17,5,Cozy place to work.
REV-20251017-00616,2025-10-17,5,Great coffee and friendly staff!
REV-20251018-00617,2025-10-18,1,Overpriced for the portion.
REV-20251018-00618,2025-10-18,4,
REV-20251018-00619,2025-10-18,1,Found a hair in my sandwich.
REV-20251018-00620,2025-10-18,5,
REV-20251018-00621,2025-10-18,1,Found a hair in my sandwich.
REV-20251018-00622,2025-10-18,4,
REV-20251018-00623,2025-10-18,4,Quality beans and smooth brew.
REV-20251018-00624,2025-10-18,1,Not as fresh as usual.
REV-20251018-00625,2025-10-18,5,Perfect morning pick-me-up.
REV-20251018-00626,2025-10-18,5,Loved the latte art.
REV-20251019-00627,2025-10-19,4,Loved the latte art.
REV-20251019-00628,2025-10-19,4,
REV-20251019-00629,2025-10-19,4,Great coffee and friendly staff!
REV-20251019-00630,2025-10-19,3,
REV-20251019-00631,2025-10-19,4,Quality beans and smooth brew.
REV-20251019-00632,2025-10-19,5,Cozy place to work.
REV-20251019-00633,2025-10-19,4,Fast service and delicious pastry.
REV-20251019-00634,2025-10-19,1,Found a hair in my sandwich.
REV-20251019-00635,2025-10-19,2,Long wait and rude staff.
REV-20251019-00636,2025-10-19,4,Fast service and delicious pastry.
REV-20251019-00637,2025-10-19,4,Cozy place to work.
REV-20251019-00638,2025-10-19,5,Great coffee and friendly staff!
REV-20251019-00639,2025-10-19,2,Overpriced for the portion.
REV-20251020-00640,2025-10-20,4,Quality beans and smooth brew.
REV-20251020-00641,2025-10-20,2,Not as fresh as usual.
REV-20251020-00642,2025-10-20,3,Nothing special.
REV-20251020-00643,2025-10-20,3,Nothing special.
REV-20251020-00644,2025-10-20,4,Perfect morning pick-me-up.
REV-20251020-00645,2025-10-20,5,Great coffee and friendly staff!
REV-20251020-00646,2025-10-20,2,Overpriced for the portion.
REV-20251020-00647,2025-10-20,3,It was okay.
REV-20251020-00648,2025-10-20,2,"Cold coffee, disappointed."
REV-20251020-00649,2025-10-20,1,
REV-20251020-00650,2025-10-20,4,Fast service and delicious pastry.
REV-20251020-00651,2025-10-20,1,Long wait and rude staff.
REV-20251020-00652,2025-10-20,3,Average experience.
REV-20251020-00653,2025-10-20,1,"Cold coffee, disappointed."
REV-20251020-00654,2025-10-20,3,
REV-20251020-00655,2025-10-20,2,Long wait and rude staff.
REV-20251020-00656,2025-10-20,1,Long wait and rude staff.
REV-20251021-00657,2025-10-21,2,Found a hair in my sandwich.
REV-20251021-00658,2025-10-21,4,
REV-20251021-00659,2025-10-21,4,Perfect morning pick-me-up.
REV-20251021-00660,2025-10-21,4,Cozy place to work.
REV-20251021-00661,2025-10-21,3,Service was a bit slow today.
REV-20251021-00662,2025-10-21,4,
REV-20251021-00663,2025-10-21,4,Perfect morning pick-me-up.
REV-20251021-00664,2025-10-21,4,Loved the latte art.
REV-20251021-00665,2025-10-21,5,Fast service and delicious pastry.
REV-20251021-00666,2025-10-21,5,Great coffee and friendly staff!
REV-20251021-00667,2025-10-21,4,
REV-20251022-00668,2025-10-22,1,Found a hair in my sandwich.
REV-20251022-00669,2025-10-22,5,Quality beans and smooth brew.
REV-20251022-00670,2025-10-22,3,Average experience.
REV-20251022-00671,2025-10-22,4,Loved the latte art.
REV-20251022-00672,2025-10-22,5,Cozy place to work.
REV-20251022-00673,2025-10-22,4,Quality beans and smooth brew.
REV-20251022-00674,2025-10-22,3,Service was a bit slow today.
REV-20251022-00675,2025-10-22,5,Quality beans and smooth brew.
REV-20251022-00676,2025-10-22,1,Long wait and rude staff.
REV-20251022-00677,2025-10-22,3,
REV-20251022-00678,2025-10-22,1,Found a hair in my sandwich.
REV-20251023-00679,2025-10-23,4,Quality beans and smooth brew.
REV-20251023-00680,2025-10-23,4,
REV-20251023-00681,2025-10-23,5,Cozy place to work.
REV-20251023-00682,2025-10-23,4,Quality beans and smooth brew.
REV-20251023-00683,2025-10-23,2,Long wait and rude staff.
REV-20251023-00684,2025-10-23,4,Cozy place to work.
REV-20251023-00685,2025-10-23,3,
REV-20251023-00686,2025-10-23,4,Quality beans and smooth brew.
REV-20251023-00687,2025-10-23,4,Quality beans and smooth brew.
REV-20251023-00688,2025-10-23,1,"Cold coffee, disappointed."
REV-20251023-00689,2025-10-23,5,Quality beans and smooth brew.
REV-20251023-00690,2025-10-23,3,Service was a bit slow today.
REV-20251023-00691,2025-10-23,4,Perfect morning pick-me-up.
REV-20251023-00692,2025-10-23,3,It was okay.
REV-20251023-00693,2025-10-23,5,
REV-20251023-00694,2025-10-23,4,Cozy place to work.
REV-20251023-00695,2025-10-23,2,Not as fresh as usual.
REV-20251023-00696,2025-10-23,2,
REV-20251023-00697,2025-10-23,4,Perfect morning pick-me-up.
REV-20251024-00698,2025-10-24,2,Found a hair in my sandwich.
REV-20251024-00699,2025-10-24,3,Nothing special.
REV-20251024-00700,2025-10-24,5,Great coffee and friendly staff!
REV-20251024-00701,2025-10-24,5,Cozy place to work.
REV-20251024-00702,2025-10-24,2,"Cold coffee, disappointed."
REV-20251024-00703,2025-10-24,3,
REV-20251024-00704,2025-10-24,3,Coffee was fine.
REV-20251024-00705,2025-10-24,4,Cozy place to work.
REV-20251024-00706,2025-10-24,2,Long wait and rude staff.
REV-20251024-00707,2025-10-24,3,Coffee was fine.
REV-20251024-00708,2025-10-24,4,Great coffee and friendly staff!
REV-20251024-00709,2025-10-24,3,Average experience.
REV-20251025-00710,2025-10-25,5,Great coffee and friendly staff!
REV-20251025-00711,2025-10-25,2,Found a hair in my sandwich.
REV-20251025-00712,2025-10-25,3,Service was a bit slow today.
REV-20251025-00713,2025-10-25,4,Quality beans and smooth brew.
REV-20251025-00714,2025-10-25,4,Fast service and delicious pastry.
REV-20251025-00715,2025-10-25,5,Quality beans and smooth brew.
REV-20251025-00716,2025-10-25,3,
REV-20251025-00717,2025-10-25,4,
REV-20251025-00718,2025-10-25,4,Perfect morning pick-me-up.
REV-20251025-00719,2025-10-25,3,It was okay.
REV-20251025-00720,2025-10-25,2,Long wait and rude staff.
REV-20251025-00721,2025-10-25,5,
REV-20251025-00722,2025-10-25,2,"Cold coffee, disappointed."
REV-20251025-00723,2025-10-25,2,"Cold coffee, disappointed."
REV-20251025-00724,2025-10-25,3,Average experience.
REV-20251025-00725,2025-10-25,5,
REV-20251025-00726,2025-10-25,4,
REV-20251025-00727,2025-10-25,4,Cozy place to work.
REV-20251025-00728,2025-10-25,2,Found a hair in my sandwich.
REV-20251025-00729,2025-10-25,4,Quality beans and smooth brew.
REV-20251025-00730,2025-10-25,3,It was okay.
REV-20251025-00731,2025-10-25,2,Overpriced for the portion.
REV-20251025-00732,2025-10-25,5,Quality beans and smooth brew.
REV-20251026-00733,2025-10-26,3,It was okay.
REV-20251026-00734,2025-10-26,4,Cozy place to work.
REV-20251026-00735,2025-10-26,1,Found a hair in my sandwich.
REV-20251026-00736,2025-10-26,5,Loved the latte art.
REV-20251026-00737,2025-10-26,3,Average experience.
REV-20251026-00738,2025-10-26,4,Fast service and delicious pastry.
REV-20251026-00739,2025-10-26,3,
REV-20251026-00740,2025-10-26,2,Not as fresh as usual.
REV-20251026-00741,2025-10-26,5,Cozy place to work.
REV-20251026-00742,2025-10-26,2,"Cold coffee, disappointed."
